studioExcelId,order,studioThumbnailOrder,fileName,s3Key,url
JS-03,5,,JS-03_profile_photo.jpg,studio/JS-03_profile_photo.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/JS-03_profile_photo.jpg
AG-05,1,1,AG-05_id_photo.jpg,studio/AG-05_id_photo.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/AG-05_id_photo.jpg
AG-05,2,,AG-05_job_photo.jpg,studio/AG-05_job_photo.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/AG-05_job_photo.jpg
AG-05,3,,AG-05_profile_photo_1.jpg,studio/AG-05_profile_photo_1.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/AG-05_profile_photo_1.jpg
AG-05,4,,AG-05_profile_photo_2.jpg,studio/AG-05_profile_photo_2.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/AG-05_profile_photo_2.jpg
AG-06,1,1,AG-06_personal_portrait_1.jpg,studio/AG-06_personal_portrait_1.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/AG-06_personal_portrait_1.jpg
AG-06,2,,AG-06_personal_portrait_2.jpg,studio/AG-06_personal_portrait_2.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/AG-06_personal_portrait_2.jpg
AG-06,3,,AG-06_id_photo.jpg,studio/AG-06_id_photo.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/AG-06_id_photo.jpg
AG-06,4,,AG-06_profile_photo.jpg,studio/AG-06_profile_photo.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/AG-06_profile_photo.jpg
AG-10,1,1,AG-10_personal_portrait.jpg,studio/AG-10_personal_portrait.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/AG-10_personal_portrait.jpg
AG-10,2,,AG-10_id_photo.jpg,studio/AG-10_id_photo.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/AG-10_id_photo.jpg
AG-10,3,,AG-10_profile_photo.jpg,studio/AG-10_profile_photo.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/AG-10_profile_photo.jpg
AG-09,1,1,AG-09_personal_portrait.jpg,studio/AG-09_personal_portrait.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/AG-09_personal_portrait.jpg
AG-09,2,,AG-09_id_photo.jpg,studio/AG-09_id_photo.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/AG-09_id_photo.jpg
AG-09,3,,AG-09_profile_photo.jpg,studio/AG-09_profile_photo.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/AG-09_profile_photo.jpg
AG-04,1,1,AG-04_personal_portrait_1.jpg,studio/AG-04_personal_portrait_1.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/AG-04_personal_portrait_1.jpg
AG-04,2,,AG-04_personal_portrait_2.jpg,studio/AG-04_personal_portrait_2.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/AG-04_personal_portrait_2.jpg
AG-04,3,,AG-04_id_photo.jpg,studio/AG-04_id_photo.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/AG-04_id_photo.jpg
AG-04,4,,AG-04_profile_photo.jpg,studio/AG-04_profile_photo.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/AG-04_profile_photo.jpg
HH-06,1,1,HH-06_personal_portrait_1.jpg,studio/HH-06_personal_portrait_1.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/HH-06_personal_portrait_1.jpg
HH-06,2,,HH-06_personal_portrait_2.jpg,studio/HH-06_personal_portrait_2.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/HH-06_personal_portrait_2.jpg
HH-06,3,,HH-06_id_photo.jpg,studio/HH-06_id_photo.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/HH-06_id_photo.jpg
HH-06,4,,HH-06_profile_photo.jpg,studio/HH-06_profile_photo.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/HH-06_profile_photo.jpg
HH-04,1,1,HH-04_id_photo.jpg,studio/HH-04_id_photo.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/HH-04_id_photo.jpg
HH-04,2,,HH-04_job_photo.jpg,studio/HH-04_job_photo.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/HH-04_job_photo.jpg
HH-04,3,,HH-04_profile_photo_1.jpg,studio/HH-04_profile_photo_1.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/HH-04_profile_photo_1.jpg
HH-04,4,,HH-04_profile_photo_2.jpg,studio/HH-04_profile_photo_2.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/HH-04_profile_photo_2.jpg
HH-07,1,1,HH-07_personal_portrait.jpg,studio/HH-07_personal_portrait.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/HH-07_personal_portrait.jpg
HH-07,2,,HH-07_id_photo.jpg,studio/HH-07_id_photo.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/HH-07_id_photo.jpg
HH-07,3,,HH-07_profile_photo.jpg,studio/HH-07_profile_photo.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/HH-07_profile_photo.jpg
HH-10,1,1,HH-10_personal_portrait_1.jpg,studio/HH-10_personal_portrait_1.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/HH-10_personal_portrait_1.jpg
HH-10,2,,HH-10_personal_portrait_2.jpg,studio/HH-10_personal_portrait_2.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/HH-10_personal_portrait_2.jpg
HH-10,3,,HH-10_id_photo.jpg,studio/HH-10_id_photo.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/HH-10_id_photo.jpg
HH-10,4,,HH-10_profile_photo.jpg,studio/HH-10_profile_photo.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/HH-10_profile_photo.jpg
HH-03,1,1,HH-03_personal_portrait.jpg,studio/HH-03_personal_portrait.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/HH-03_personal_portrait.jpg
HH-03,2,,HH-03_id_photo.jpg,studio/HH-03_id_photo.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/HH-03_id_photo.jpg
HH-03,3,,HH-03_profile_photo.jpg,studio/HH-03_profile_photo.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/HH-03_profile_photo.jpg
JR-04,1,1,JR-04_personal_portrait_1.jpg,studio/JR-04_personal_portrait_1.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/JR-04_personal_portrait_1.jpg
JR-04,2,,JR-04_personal_portrait_2.jpg,studio/JR-04_personal_portrait_2.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/JR-04_personal_portrait_2.jpg
JR-04,3,,JR-04_id_photo.jpg,studio/JR-04_id_photo.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/JR-04_id_photo.jpg
JR-04,4,,JR-04_profile_photo.jpg,studio/JR-04_profile_photo.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/JR-04_profile_photo.jpg
JR-01,1,1,JR-01_personal_portrait_1.jpg,studio/JR-01_personal_portrait_1.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/JR-01_personal_portrait_1.jpg
JR-01,2,,JR-01_personal_portrait_2.jpg,studio/JR-01_personal_portrait_2.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/JR-01_personal_portrait_2.jpg
JR-01,3,,JR-01_id_photo.jpg,studio/JR-01_id_photo.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/JR-01_id_photo.jpg
JR-01,4,,JR-01_profile_photo.jpg,studio/JR-01_profile_photo.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/JR-01_profile_photo.jpg
JR-07,1,1,JR-07_id_photo.jpg,studio/JR-07_id_photo.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/JR-07_id_photo.jpg
JR-07,2,,JR-07_job_photo.jpg,studio/JR-07_job_photo.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/JR-07_job_photo.jpg
JR-07,3,,JR-07_profile_photo.jpg,studio/JR-07_profile_photo.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/JR-07_profile_photo.jpg
JR-09,1,1,JR-09_personal_portrait_1.jpg,studio/JR-09_personal_portrait_1.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/JR-09_personal_portrait_1.jpg
JR-09,2,,JR-09_personal_portrait_2.jpg,studio/JR-09_personal_portrait_2.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/JR-09_personal_portrait_2.jpg
JR-09,3,,JR-09_id_photo.jpg,studio/JR-09_id_photo.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/JR-09_id_photo.jpg
JR-09,4,,JR-09_profile_photo.jpg,studio/JR-09_profile_photo.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/JR-09_profile_photo.jpg
JR-10,1,1,JR-10_id_photo.jpg,studio/JR-10_id_photo.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/JR-10_id_photo.jpg
JR-10,2,,JR-10_job_photo.jpg,studio/JR-10_job_photo.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/JR-10_job_photo.jpg
JR-10,3,,JR-10_profile_photo_1.jpg,studio/JR-10_profile_photo_1.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/JR-10_profile_photo_1.jpg
JR-10,4,,JR-10_profile_photo_2.jpg,studio/JR-10_profile_photo_2.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/JR-10_profile_photo_2.jpg
JR-10,5,,JR-10_friendship_photo.jpg,studio/JR-10_friendship_photo.jpg,https://picday-images-681447159066-ap-northeast-2-an.s3.ap-northeast-2.amazonaws.com/studio/JR-10_friendship_photo.jpg
